Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2744","Eggs","2010","2010","g/cap/d","0.38","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2744","Eggs","2011","2011","1000 t","22","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2744","Eggs","2011","2011","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2744","Eggs","2011","2011","1000 t","22","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2744","Eggs","2011","2011","g/cap/d","0.39","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2744","Eggs","2012","2012","1000 t","23","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2744","Eggs","2012","2012","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2744","Eggs","2012","2012","1000 t","23","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2744","Eggs","2012","2012","g/cap/d","0.39","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2744","Eggs","2013","2013","1000 t","23","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2744","Eggs","2013","2013","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2744","Eggs","2013","2013","1000 t","23","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2744","Eggs","2013","2013","g/cap/d","0.39","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2744","Eggs","2014","2014","1000 t","24","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2744","Eggs","2014","2014","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2744","Eggs","2014","2014","1000 t","24","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2744","Eggs","2014","2014","g/cap/d","0.41","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2744","Eggs","2015","2015","1000 t","23","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2744","Eggs","2015","2015","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2744","Eggs","2015","2015","1000 t","23","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2744","Eggs","2015","2015","g/cap/d","0.38","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2744","Eggs","2016","2016","1000 t","23","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2744","Eggs","2016","2016","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2744","Eggs","2016","2016","1000 t","23","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2744","Eggs","2016","2016","g/cap/d","0.37","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2744","Eggs","2017","2017","1000 t","24","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2744","Eggs","2017","2017","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2744","Eggs","2017","2017","1000 t","23","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2744","Eggs","2017","2017","g/cap/d","0.38","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2744","Eggs","2018","2018","1000 t","23","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2744","Eggs","2018","2018","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2744","Eggs","2018","2018","1000 t","23","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2744","Eggs","2018","2018","g/cap/d","0.36","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2744","Eggs","2019","2019","1000 t","23","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2744","Eggs","2019","2019","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2744","Eggs","2019","2019","1000 t","23","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2744","Eggs","2019","2019","g/cap/d","0.36","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2744","Eggs","2020","2020","1000 t","23","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2744","Eggs","2020","2020","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2744","Eggs","2020","2020","1000 t","23","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2744","Eggs","2020","2020","g/cap/d","0.36","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2744","Eggs","2021","2021","1000 t","23","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2744","Eggs","2021","2021","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2744","Eggs","2021","2021","1000 t","23","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2744","Eggs","2021","2021","g/cap/d","0.35","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2744","Eggs","2022","2022","1000 t","23","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2744","Eggs","2022","2022","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2744","Eggs","2022","2022","1000 t","23","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2744","Eggs","2022","2022","g/cap/d","0.35","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2848","Milk - Excluding Butter","2010","2010","1000 t","27","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2848","Milk - Excluding Butter","2010","2010","1000 t","18","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2848","Milk - Excluding Butter","2010","2010","1000 t","45","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2848","Milk - Excluding Butter","2010","2010","g/cap/d","0.24","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2848","Milk - Excluding Butter","2011","2011","1000 t","27","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2848","Milk - Excluding Butter","2011","2011","1000 t","25","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2848","Milk - Excluding Butter","2011","2011","1000 t","53","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2848","Milk - Excluding Butter","2011","2011","g/cap/d","0.25","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2848","Milk - Excluding Butter","2012","2012","1000 t","27","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2848","Milk - Excluding Butter","2012","2012","1000 t","31","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2848","Milk - Excluding Butter","2012","2012","1000 t","60","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2848","Milk - Excluding Butter","2012","2012","g/cap/d","0.27","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2848","Milk - Excluding Butter","2013","2013","1000 t","27","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2848","Milk - Excluding Butter","2013","2013","1000 t","46","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2848","Milk - Excluding Butter","2013","2013","1000 t","69","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2848","Milk - Excluding Butter","2013","2013","g/cap/d","0.29","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2848","Milk - Excluding Butter","2014","2014","1000 t","25","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2848","Milk - Excluding Butter","2014","2014","1000 t","51","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2848","Milk - Excluding Butter","2014","2014","1000 t","75","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2848","Milk - Excluding Butter","2014","2014","g/cap/d","0.3","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2848","Milk - Excluding Butter","2015","2015","1000 t","24","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2848","Milk - Excluding Butter","2015","2015","1000 t","53","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2848","Milk - Excluding Butter","2015","2015","1000 t","70","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2848","Milk - Excluding Butter","2015","2015","g/cap/d","0.27","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2848","Milk - Excluding Butter","2016","2016","1000 t","24","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2848","Milk - Excluding Butter","2016","2016","1000 t","97","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2848","Milk - Excluding Butter","2016","2016","1000 t","119","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2848","Milk - Excluding Butter","2016","2016","g/cap/d","0.41","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2848","Milk - Excluding Butter","2017","2017","1000 t","25","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2848","Milk - Excluding Butter","2017","2017","1000 t","120","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2848","Milk - Excluding Butter","2017","2017","1000 t","143","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2848","Milk - Excluding Butter","2017","2017","g/cap/d","0.5","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2848","Milk - Excluding Butter","2018","2018","1000 t","24","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2848","Milk - Excluding Butter","2018","2018","1000 t","152","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2848","Milk - Excluding Butter","2018","2018","1000 t","165","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2848","Milk - Excluding Butter","2018","2018","g/cap/d","0.64","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2848","Milk - Excluding Butter","2019","2019","1000 t","24","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2848","Milk - Excluding Butter","2019","2019","1000 t","74","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2848","Milk - Excluding Butter","2019","2019","1000 t","87","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2848","Milk - Excluding Butter","2019","2019","g/cap/d","0.39","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2848","Milk - Excluding Butter","2020","2020","1000 t","24","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2848","Milk - Excluding Butter","2020","2020","1000 t","93","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2848","Milk - Excluding Butter","2020","2020","1000 t","115","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2848","Milk - Excluding Butter","2020","2020","g/cap/d","0.55","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2848","Milk - Excluding Butter","2021","2021","1000 t","24","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2848","Milk - Excluding Butter","2021","2021","1000 t","127","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2848","Milk - Excluding Butter","2021","2021","1000 t","146","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2848","Milk - Excluding Butter","2021","2021","g/cap/d","0.63","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2848","Milk - Excluding Butter","2022","2022","1000 t","24","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2848","Milk - Excluding Butter","2022","2022","1000 t","145","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2848","Milk - Excluding Butter","2022","2022","1000 t","158","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2848","Milk - Excluding Butter","2022","2022","g/cap/d","0.63","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2761","Freshwater Fish","2010","2010","1000 t","462.32","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2761","Freshwater Fish","2010","2010","1000 t","1.08","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2761","Freshwater Fish","2010","2010","1000 t","432.37","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2761","Freshwater Fish","2010","2010","g/cap/d","9.15","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2761","Freshwater Fish","2011","2011","1000 t","513.81","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2761","Freshwater Fish","2011","2011","1000 t","0.76","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2761","Freshwater Fish","2011","2011","1000 t","487.69","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2761","Freshwater Fish","2011","2011","g/cap/d","10.02","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2761","Freshwater Fish","2012","2012","1000 t","579.46","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2761","Freshwater Fish","2012","2012","1000 t","0.14","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2761","Freshwater Fish","2012","2012","1000 t","551.68","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2761","Freshwater Fish","2012","2012","g/cap/d","9.95","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2761","Freshwater Fish","2013","2013","1000 t","613.93","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2761","Freshwater Fish","2013","2013","1000 t","0.42","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2761","Freshwater Fish","2013","2013","1000 t","584.64","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2761","Freshwater Fish","2013","2013","g/cap/d","9.83","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2761","Freshwater Fish","2014","2014","1000 t","619.95","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2761","Freshwater Fish","2014","2014","1000 t","0.26","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2761","Freshwater Fish","2014","2014","1000 t","590.41","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2761","Freshwater Fish","2014","2014","g/cap/d","9.61","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2761","Freshwater Fish","2015","2015","1000 t","627.01","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2761","Freshwater Fish","2015","2015","1000 t","2.04","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2761","Freshwater Fish","2015","2015","1000 t","598.53","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2761","Freshwater Fish","2015","2015","g/cap/d","9.63","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2761","Freshwater Fish","2016","2016","1000 t","669.05","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2761","Freshwater Fish","2016","2016","1000 t","4.34","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2761","Freshwater Fish","2016","2016","1000 t","643.37","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2761","Freshwater Fish","2016","2016","g/cap/d","9.46","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2761","Freshwater Fish","2017","2017","1000 t","722.14","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2761","Freshwater Fish","2017","2017","1000 t","3.11","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2761","Freshwater Fish","2017","2017","1000 t","690.3","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2761","Freshwater Fish","2017","2017","g/cap/d","9.5","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2761","Freshwater Fish","2018","2018","1000 t","773.76","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2761","Freshwater Fish","2018","2018","1000 t","1.66","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2761","Freshwater Fish","2018","2018","1000 t","737.5","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2761","Freshwater Fish","2018","2018","g/cap/d","10.2","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2761","Freshwater Fish","2019","2019","1000 t","769.03","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2761","Freshwater Fish","2019","2019","1000 t","2.18","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2761","Freshwater Fish","2019","2019","1000 t","737.36","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2761","Freshwater Fish","2019","2019","g/cap/d","9.45","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2761","Freshwater Fish","2020","2020","1000 t","792.86","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2761","Freshwater Fish","2020","2020","1000 t","1.01","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2761","Freshwater Fish","2020","2020","1000 t","758.06","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2761","Freshwater Fish","2020","2020","g/cap/d","10.08","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2761","Freshwater Fish","2021","2021","1000 t","713.15","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2761","Freshwater Fish","2021","2021","1000 t","0.78","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2761","Freshwater Fish","2021","2021","1000 t","673.26","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2761","Freshwater Fish","2021","2021","g/cap/d","9.12","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2761","Freshwater Fish","2022","2022","1000 t","713.15","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5611","Import quantity","S2761","Freshwater Fish","2022","2022","1000 t","0.78","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5301","Domestic supply quantity","S2761","Freshwater Fish","2022","2022","1000 t","673.26","I","Imputed value",""
"FBS","Food Balances (2010-)","116","Cambodia","674","Protein supply quantity (g/capita/day)","S2761","Freshwater Fish","2022","2022","g/cap/d","9.03","E","Estimated value",""
"FBS","Food Balances (2010-)","116","Cambodia","5511","Production","S2762","Demersal Fish","2010","2010","1000 t","0.24","I","Imputed value",""
